Client,RiskTolerance,Region,TotalInvestment,YearsOfInvestmentExperience,AnnualFeeRate,TotalServiceFee,TotalServiceCost,NetIncome,ProfitMargin,Service,AvgAnnualReturn,AnnualReturnVolatility,Liquidity,TotalValue,AvgAnnualFeeRate,ServiceTotalServiceFee,ServiceTotalServiceCost,ProfitMargin,Score,AdjustedScore,AllocPercent
client22,high,East Asia,10240129.52,10,5.3,542726.86,66560.84,476166.02,87.74,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,6.15
client22,high,East Asia,10240129.52,10,5.3,542726.86,66560.84,476166.02,87.74,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,9
client22,high,East Asia,10240129.52,10,5.3,542726.86,66560.84,476166.02,87.74,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,1.42
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,1.12
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,2.28
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,7.11
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,5.78
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,2.74
client40,high,North America,49126491.78,12,4.7,2308945.11,319322.2,1989622.91,86.17,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,5.04
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,2.88
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,1.24
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,0.79
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,2.92
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,9.04
client44,high,North America,48110741.24,1,13.3,6398728.58,312719.82,6086008.76,95.11,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,1.59
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,5.2
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,7.27
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,0.92
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,9.77
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,2.93
client87,high,Middle East,154583005.8,7,7.3,11284559.43,1004789.54,10279769.89,91.1,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,0.57
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,1.11
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,5.16
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,6.14
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,8.33
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,0.55
client91,high,Middle East,156872898,17,3.8,5961170.12,1019673.84,4941496.28,82.89,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,9.47
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,4.51
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,3.17
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,5.07
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,8.81
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,4.86
client92,high,Middle East,190114824.5,7,7.3,13878382.19,1235746.36,12642635.83,91.1,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,7.94
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,7
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,5.41
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,4.71
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,3.16
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,0.13
client95,high,Middle East,21298270.51,16,4,851930.82,138438.76,713492.06,83.75,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,6.18
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,6.53
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,9.34
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,5.33
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,9.48
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,6.48
client96,high,Middle East,19169308.2,8,6.7,1284343.65,124600.5,1159743.15,90.3,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,0.41
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,7.09
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,3.44
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,6
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,4.97
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,7.68
client97,high,Middle East,17808538.28,8,6.7,1193172.06,115755.5,1077416.56,90.3,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,6.84
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,7.96
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,3.7
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,5.19
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,5.87
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,3.84
client98,high,Middle East,19735066.29,15,4.2,828872.78,128277.93,700594.85,84.52,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,4.45
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,0.36
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,2.59
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,2.29
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,6.62
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,3.8
client99,high,Middle East,20171582.12,6,8,1613726.57,131115.28,1482611.29,91.88,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,7.85
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service3,5.88,12.81,high,3124121780,4.73,147770960.2,106136894.7,28.17,213.0450506,8,7.19
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service10,7.45,14.12,high,2834277620,4.51,127825920.7,89838256.99,29.72,278.3171634,10,6.88
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service15,5.57,13.53,high,2957871397,2.56,75721507.76,49606496.93,34.49,199.3893749,7,6.46
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service19,8.19,15.62,high,2562099872,4.35,111451344.4,75500794.01,32.26,313.3578339,10,2.05
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service20,5.85,10.37,low,3859209257,1.92,74096817.74,66421317.5,10.36,287.7569897,10,3.16
client100,high,Middle East,19338414.31,9,6.2,1198981.69,125699.69,1073282,89.52,service32,5.29,7.05,low,5676595745,1.84,104449361.7,92729587.69,11.22,209.3148621,8,4.97
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,7.38
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,5.12
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,5.95
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,7.24
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,9.07
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,0.39
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.94
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,2.73
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,1.09
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,6.68
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,1.24
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,1.13
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,1.06
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,9.96
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,0.55
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,8.39
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,8.4
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,3.24
client3,low,East Asia,227614891.3,28,0.6,1365689.35,1479496.79,-113807.44,-8.33,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,5.62
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,2.98
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,7.39
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,2.04
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,4.28
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,8.42
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,5.63
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,2.95
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,5.64
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,1.66
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,1.61
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,5.8
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,7.42
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,6.47
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,2.98
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,6.7
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,4.65
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,4.22
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,1.25
client4,low,East Asia,231761118.1,24,0.7,1622327.83,1506447.27,115880.56,7.14,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,1.22
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,0.35
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,2.98
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,4.44
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,5.89
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,8.02
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,9.07
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,7.68
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,5.3
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,6.24
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,6.77
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,8.88
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,3.6
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,1.47
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,1.55
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,4.75
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,3.04
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,0.9
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,1.3
client5,low,East Asia,241361327.9,21,0.8,1930890.62,1568848.63,362041.99,18.75,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,0.43
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,7.9
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,9.51
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,3.87
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,4.51
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,0.77
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,4.63
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service9,2.08,4,middle,10005000000,2.23,223111500,188990814.7,15.29,52,2,3.73
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service11,2.17,11.63,middle,3441100602,2.1,72263112.64,57588521.39,20.31,94.639125,3,0.28
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service12,2.54,4.55,high,8795604396,5.26,462648791.2,325353376.5,29.68,54.20713494,2,7.94
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service14,2.17,4.77,low,8389937107,2.13,178705660.4,161776511.8,9.47,71.15067414,2,3.34
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service16,1.75,2.48,middle,16137096774,2.84,458293548.4,372375888.4,18.75,34.31071261,1,1.39
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service22,2.8,6.08,high,6582236842,3.91,257365460.5,188945517,26.58,68.096,2,7.78
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service23,2,10.64,low,3761278195,1.63,61308834.59,55116260.04,10.1,95.76,3,9.94
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service24,2.85,5.85,middle,6841025641,2.27,155291282.1,125593201.6,19.12,85.92809818,3,4.84
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service25,2.67,2.64,high,15159090909,2.9,439613636.4,312968084.2,28.81,43.45172142,1,1.8
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service27,2.85,5.94,high,6737373737,3.96,266800000,189189680.6,29.09,69.80005514,2,9.79
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service28,2.29,9.53,middle,4199370409,1.99,83567471.14,67305264.56,19.46,86.26574872,3,2.43
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service31,3.86,4.41,high,9074829932,2.87,260447619.1,175002739.2,32.81,81.63752169,3,1.2
client23,low,North America,1010263539,23,0.7,7071844.77,6566713,505131.77,7.14,service33,1.98,10.63,low,3764816557,1.89,71155032.93,64054056.52,9.98,94.7133,3,9.15
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service1,2.06,10.63,middle,3764816557,2.19,82449482.6,65930902.65,20.03,82.11675,3,0.98
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service2,1.79,9.74,middle,4108829569,2.81,115458110.9,90618360.94,21.51,68.91630762,2,3.71
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service4,1.87,10.7,low,3740186916,1.79,66949345.79,60281080.41,9.96,90.0405,3,1.47
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service5,1.93,6.4,low,6253125000,1.81,113181562.5,102474871.2,9.46,74.112,2,7.52
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service7,2.59,5.77,high,6935875217,4.07,282290121.3,192438628.8,31.83,61.6169274,2,7.95
client24,low,North America,1000069494,37,0.5,5000347.47,6500451.71,-1500104.24,-30,service8,1.74,10.31,low,3881668283,1.86,72199030.07,65027614.65,9.93,85.09404579,3,2.79
